Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Visit Num	Activity ID	Activity Start	Activity Start Zone	Activity Medium	Activity Type	Activity Category-Rep Num	Activity Intent	Community Sampled	Subject Taxon	Biopart	Activity Depth	Activity Depth Unit	Sample Collection ID	Field Gear ID	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value as Text	Result Value Status	Result Value as Number	Units	Activity Comment	Result Comment	Result Measure Qualifier	Weight Basis	Temperature Basis	Duration Basis	Analytical Proc ID	All Result Detections/Thresholds	Analysis Date	Analysis Date Zone	Conf Level	Confidence Interval	Bio Individual Number	Sampling Component	Place In Series	Result Depth Height	Result Depth Height Unit	Result Depth Altitude Ref Point	Result Sampling Point	Bio Individual	Group Summary Count Weight	Frequency Class
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Pagastia 				Standard Methods~SCM-123	D-Frame Net	Pagastia	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128401~Pagastia~~~~~~~~~~~count		Actual		38	Final	38	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Heterlimnius corpulentus 				Standard Methods~SCM-123	D-Frame Net	Heterlimnius corpulentus	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=114169~Heterlimnius corpulentus~~~~~~~~~~~count		Actual		96	Final	96	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Pisidium 				Standard Methods~SCM-123	D-Frame Net	Pisidium	(L Pfeiffer 1821) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81400~Pisidium~~~~~~~~~~UserDefined~count		Actual		4	Final	4	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Arctopsyche 				Standard Methods~SCM-123	D-Frame Net	Arctopsyche	(McLachlan 1868) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=115529~Arctopsyche~~~~~~~~~~~count		Actual		12	Final	12	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Naididae 				Standard Methods~SCM-123	D-Frame Net	Naididae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68854~Naididae~~~~~~~~~~~count		Actual		6	Final	6	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Cricotopus 				Standard Methods~SCM-123	D-Frame Net	Cricotopus	(Wulp 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128575~Cricotopus~~~~~~~~~~~count		Actual		25	Final	25	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Sperchon 				Standard Methods~SCM-123	D-Frame Net	Sperchon	(Kramer 1877) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83006~Sperchon~~~~~~~~~~UserDefined~count		Actual		6	Final	6	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003	2015-09-16 13:00:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Eukiefferiella 				Standard Methods~SCM-123	D-Frame Net	Eukiefferiella	(Thienemann) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128689~Eukiefferiella~~~~~~~~~~~count		Actual		4	Final	4	count	Multi-Taxon Population Census						~		2015-09-16 13:00:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Pedicia 				Standard Methods~SCM-123	D-Frame Net	Pedicia	(Latreille 1809) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=121118~Pedicia~~~~~~~~~~UserDefined~count		Actual		3	Final	3	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												Lifestage~Adult~~~
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Pedicia 				Standard Methods~SCM-123	D-Frame Net	Pedicia	(Latreille 1809) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=121118~Pedicia~~~~~~~~~~UserDefined~count		Actual		5	Final	5	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												Lifestage~Adult~~~
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Pericoma 				Standard Methods~SCM-123	D-Frame Net	Pericoma	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=125514~Pericoma~~~~~~~~~~UserDefined~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Kogotus modestus 				Standard Methods~SCM-123	D-Frame Net	Kogotus modestus	(Banks 1908) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103151~Kogotus modestus~~~~~~~~~~~count		Actual		2	Final	2	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Taenionema 				Standard Methods~SCM-123	D-Frame Net	Taenionema	(Banks 1905) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=102519~Taenionema~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Polycelis coronata 				Standard Methods~SCM-123	D-Frame Net	Polycelis coronata	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=54512~Polycelis coronata~~~~~~~~~~UserDefined~count		Actual		63	Final	63	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Epeorus deceptivus 				Standard Methods~SCM-123	D-Frame Net	Epeorus deceptivus	(McDunnough 1924) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100632~Epeorus deceptivus~~~~~~~~~~~count		Actual		19	Final	19	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Hydrobaenus 				Standard Methods~SCM-123	D-Frame Net	Hydrobaenus	(Fries) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128750~Hydrobaenus~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Capniidae 				Standard Methods~SCM-123	D-Frame Net	Capniidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=102643~Capniidae~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Megarcys signata 				Standard Methods~SCM-123	D-Frame Net	Megarcys signata	(Hagen 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103111~Megarcys signata~~~~~~~~~~~count		Actual		29	Final	29	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Pagastia 				Standard Methods~SCM-123	D-Frame Net	Pagastia	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128401~Pagastia~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Cricotopus 				Standard Methods~SCM-123	D-Frame Net	Cricotopus	(Wulp 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128575~Cricotopus~~~~~~~~~~~count		Actual		8	Final	8	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Diamesa 				Standard Methods~SCM-123	D-Frame Net	Diamesa	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128355~Diamesa~~~~~~~~~~~count		Actual		117	Final	117	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Polycelis coronata 				Standard Methods~SCM-123	D-Frame Net	Polycelis coronata	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=54512~Polycelis coronata~~~~~~~~~~UserDefined~count		Actual		137	Final	137	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Tvetenia 				Standard Methods~SCM-123	D-Frame Net	Tvetenia	(Kieffer) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129197~Tvetenia~~~~~~~~~~~count		Actual		7	Final	7	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Cricotopus 				Standard Methods~SCM-123	D-Frame Net	Cricotopus	(Wulp 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128575~Cricotopus~~~~~~~~~~~count		Actual		79	Final	79	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Lispoides aequifrons 				Standard Methods~SCM-123	D-Frame Net	Lispoides aequifrons	(Stein 1898) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=150806~Lispoides aequifrons~~~~~~~~~~UserDefined~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Heterlimnius corpulentus 				Standard Methods~SCM-123	D-Frame Net	Heterlimnius corpulentus	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=114169~Heterlimnius corpulentus~~~~~~~~~~~count		Actual		10	Final	10	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Dicosmoecus 				Standard Methods~SCM-123	D-Frame Net	Dicosmoecus	(McLachlan 1875) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=116265~Dicosmoecus~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Dicranota 				Standard Methods~SCM-123	D-Frame Net	Dicranota	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=121027~Dicranota~~~~~~~~~~UserDefined~count		Actual		4	Final	4	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Boreochlus 				Standard Methods~SCM-123	D-Frame Net	Boreochlus	(Edwards) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=127954~Boreochlus~~~~~~~~~~~count		Actual		2	Final	2	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Baetis tricaudatus 				Standard Methods~SCM-123	D-Frame Net	Baetis tricaudatus	(Dodds 1923) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100817~Baetis tricaudatus~~~~~~~~~~~count		Actual		2	Final	2	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Metriocnemus 				Standard Methods~SCM-123	D-Frame Net	Metriocnemus	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128821~Metriocnemus~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003	2015-09-16 12:10:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Synorthocladius 				Standard Methods~SCM-123	D-Frame Net	Synorthocladius	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129161~Synorthocladius~~~~~~~~~~~count		Actual		1	Final	1	count	Multi-Taxon Population Census						~		2015-09-16 12:10:00	MST												
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001	2015-07-21 13:40:00	MST	Biological	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment	Population Census	Benthic Macroinvertebrates	Prosimulium 				Standard Methods~SCM-123	D-Frame Net	Prosimulium	(Roubaud 1906) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=126703~Prosimulium~~~~~~~~~~UserDefined~count		Actual		2	Final	2	count	Multi-Taxon Population Census						~		2015-07-21 13:40:00	MST												
